name,latitude,longitude,rating,review_count,address,city,state,zip,phone,hours,num_connectors,total_kw,website
Ather Grid Charging Station,11.0463337,76.94679789999999,,0,"2WWW+GPM, Siva Nagar, Koundampalayam, Coimbatore, Tamil Nadu 641030",Coimbatore,Tamil Nadu,641030,,,1,1,https://www.atherenergy.com
Tata Power Charging Station,11.042964999999999,77.0379167,,0,"4, Avinashi Rd, Indira Nagar, Civil Aerodrome Post, Coimbatore, Tamil Nadu 641014",Coimbatore,Tamil Nadu,641014,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,7,https://www.tatapower.com
Electric Vehicle Charging Station,11.0261336,76.93981389999999,4.0,2,"9, Krishnan St, Saibaba Colony, Kuppakonam Pudur, K K Pudur, Coimbatore, Tamil Nadu 641038","K K Pudur, Coimbatore",Tamil Nadu,641038,,,0,0,
Plugzmart Charging Station,11.1923335,76.9605761,5.0,2,"Nagapattinam - Coimbatore - Gundlupet Hwy, Shanthi Medu, Bilichi, Coimbatore, Tamil Nadu 641019","Bilichi, Coimbatore",Tamil Nadu,641019,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,1,https://www.atherenergy.com
Plugzmart Charging Station,11.0614952,77.0865597,5.0,4,"Avinashi Rd, in front of Dindigul Thalappakatti Restaurant, NPS Nagar, Neelambur, Coimbatore, Tamil Nadu 641062","Neelambur, Coimbatore",Tamil Nadu,641062,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://www.plugzmart.com
Ather Grid Charging Station,11.036524,76.92739,,0,"2WPG+JX2, Thadagam Main Rd, Edayarpalayam, Coimbatore, Tamil Nadu 641025",Coimbatore,Tamil Nadu,641025,,,1,1,https://www.atherenergy.com
Ather Grid Charging Station,11.073419,76.98539,5.0,2,"3XFP+956, Athipalayam Rd, opp. to cms college of science and commerce, Sreevatsa Global Village, Chinnavedampatti, Coimbatore, Tamil Nadu 641049",Coimbatore,Tamil Nadu,641049,,,1,1,https://www.atherenergy.com
Ather Grid Charging Station,10.953267,76.92944,5.0,1,"XW3H+8Q4, KK Nagar, Sundakkamuthur, Coimbatore, Kovaipudur, Tamil Nadu 641042","Coimbatore, Kovaipudur",Tamil Nadu,641042,,,1,1,https://www.atherenergy.com
Ather Grid Charging Station,11.1381385,76.940731,,0,"gas company, Mettupalayam Rd, Ranganayaki Nagar, Dhamu Nagar, Therkkuppalayam, post, Coimbatore, Tamil Nadu 641020","post, Coimbatore",Tamil Nadu,641020,,,1,1,https://www.atherenergy.com
Ather Grid Charging Station,11.0809605,76.9934401,3.3,3,"23A, Thudiyalur Rd, Vasantham Nagar, Sivasakthi Nagar, Saravanampatti, Coimbatore, Tamil Nadu 641006",Coimbatore,Tamil Nadu,641006,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://www.atherenergy.com
TATA Charging Station,10.9611427,76.9548418,,0,"422 A, Palakkad - Coimbatore Rd, near Cassino Furniture, Sai Garden, Kuniyamuthur, Tamil Nadu 641008",Kuniyamuthur,Tamil Nadu,641008,,,0,0,https://www.tatapower.com
Ather Grid Charging Station,10.8558945,76.86250869999999,1.9,7,"Adyar Ananda Bhavan, Navakari | Zeon, 285, Palakkad - Coimbatore Rd, Navakkarai, Tamil Nadu 641105","Navakkarai, Mavuthampathi",Tamil Nadu,641105,,Monday: 10 am–9 pm; Tuesday: 10 am–9 pm; Wednesday: 10 am–9 pm; Thursday: 10 am–9 pm; Friday: 10 am–9 pm; Saturday: 10 am–9 pm; Sunday: 10 am–9 pm,1,1,https://www.atherenergy.com
PSV Charging Station,11.0246032,77.0214135,5.0,1,"Site No.439, Kamarajar Rd, Peelamedu, Chitra Nagar, Hope College, Coimbatore, Tamil Nadu 641004",Coimbatore,Tamil Nadu,641004,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,
Jio-bp pulse Charging Station,11.050981,76.94751099999999,1.0,1,"1, Mettupalayam Rd, Cheran Nagar, Koundampalayam, Coimbatore, Tamil Nadu 641030",Coimbatore,Tamil Nadu,641030,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://mobilitystation.jiobp.com/jio-bp-pulse-electric-vehicle-charging-station-cheran-nagar-coimbatore-292245/Home
Hydra Charging Station,10.9972557,77.0068692,,0,"3rd Floor, 1973-A, Trichy Rd, Kothari Layout, Singanallur, Coimbatore, Tamil Nadu 641005","Singanallur, Coimbatore",Tamil Nadu,641005,,Monday: 9 am–7 pm; Tuesday: 9 am–7 pm; Wednesday: 9 am–7 pm; Thursday: 9 am–7 pm; Friday: 9 am–7 pm; Saturday: 9 am–7 pm; Sunday: Closed,0,0,https://hydracharging.in
Tata Power Charging Station,11.002792099999999,77.03873899999999,5.0,2,"SF No 128 Singanallur, Trichy Rd, Neelikonampalayam, Tamil Nadu 641005",Neelikonampalayam,Tamil Nadu,641005,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://www.tatapower.com
Ather Grid Charging Station,11.040852,76.94885719999999,3.0,2,"Yummy Restaurant, Nagapattinam - Coimbatore - Gundlupet Hwy, Koundampalayam, Tamil Nadu 641030",Coimbatore,Tamil Nadu,641030,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://atherenergy.com
Zeon Charging Station,11.0219998,76.99171969999999,4.7,3,"Zeon charging station, At parking, Raddison Blu Hotel, 165, Avinashi Rd, Peelamedu, Coimbatore, Tamil Nadu 641004",Coimbatore,Tamil Nadu,641004,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://zeoncharging.com
IONAGE Charging Station,11.020451699999999,76.968037,,0,"Kamala Stores, Dr Rajendra Prasad Rd, 3rd Cross, Coimbatore, Tamil Nadu 641012",Coimbatore,Tamil Nadu,641012,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://www.ionage.in
Tata Power Charging Station,11.0249899,77.1667835,2.3,3,"22/2, 2nd Street, Kadambadi, Defence Colony, Kadampadi, Coimbatore, Tamil Nadu 641401","Kadampadi, Coimbatore",Tamil Nadu,641401,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://www.tatapower.com
Zeon Charging Station,11.1941027,76.96089599999999,4.6,8,"5XV6+G7X Zeon charging station, Kovai Bakes, Mathampalayam, Bilichi, Tamil Nadu 641019",Bilichi,Tamil Nadu,641019,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://zeoncharging.com
Electric Vehicle Charging Station,11.0252918,76.97879879999999,5.0,1,"24,sarojini naidu street, Rd, opposite to 5K Car Care, Avarampalayam, Tamil Nadu 641044",Coimbatore,Tamil Nadu,641044,,,0,0,
Zeon Charging Station,11.0919727,76.90199439999999,5.0,1,"Darza Luxury Resorts, 286, Ponnuthu Rd, Pannimadai, Tamil Nadu 641017",Pannimadai,Tamil Nadu,641017,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://zeoncharging.com
RapidEVChargE Charging Station,11.0752103,77.02814149999999,3.0,2,"173/3, 174/4, Sri Rangulu, Naidu Farms, Road, Villankurichi, Kalapatti, Tamil Nadu 641048","Villankurichi, Kalapatti",Tamil Nadu,641048,,,0,0,https://rapidevcharge.com
Bolt.Earth Charging Station,11.020239199999999,76.9513451,,0,"50, 2nd St, opp. avinashilingam college, Ramalingam Colony, Coimbatore, Tamil Nadu 641043",Coimbatore,Tamil Nadu,641043,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://bolt.earth
Vari Energy Charging Station,11.1086273,76.9376284,3.0,2,"NSN Palayam, 7/4C, Mettupalayam Rd, Narasimhanaickenpalayam, Tamil Nadu 641031",Narasimhanaickenpalayam,Tamil Nadu,641031,,Monday: 8:30 am–5:30 pm; Tuesday: 8:30 am–5:30 pm; Wednesday: 8:30 am–5:30 pm; Thursday: 8:30 am–5:30 pm; Friday: 8:30 am–5:30 pm; Saturday: 8:30 am–5:30 pm; Sunday: Closed,0,0,http://www.varienergy.in
CHIRAG LIGHT AND CIRCUITS,11.025887899999999,76.9377255,5.0,4,"1ST FLOOR, ASHTAMANGAL, 281, RBM Enclave, 281, NSR Rd, Saibaba Colony, Coimbatore, Tamil Nadu 641025",Coimbatore,Tamil Nadu,641025,,Monday: 9 am–7 pm; Tuesday: 9 am–7 pm; Wednesday: 9 am–5 pm; Thursday: 7 pm–12 am; Friday: 9 am–7 pm; Saturday: 9 am–7 pm; Sunday: 9 am–7 pm,0,0,
Zeon Charging Station,11.117946,76.7596897,5.0,1,"Zeon charging , SR Jungle Resort, 927, KK Nagar Main Road, near Barath Gas Godown, Anaikatti, Tamil Nadu 641108",Anaikatti,Tamil Nadu,641108,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://zeoncharging.com
Ola Charging Station,10.9855859,76.9617947,1.8,59,"XXP6+4MX, New Lorry Stand, Rose Garden, South Ukkadam, Coimbatore, Tamil Nadu 641023",Coimbatore,Tamil Nadu,641023,,,0,0,
RapidEVChargE Charging station,11.0594938,77.0746482,,0,"Le MERIDIEN, 762, Avinashi Rd, Cexus Nagar, Neelambur, Tamil Nadu 641048",Neelambur,Tamil Nadu,641048,,,0,0,https://rapidevcharge.com
Hardware And Electrical,11.038272599999999,76.9234452,,0,"2WQF+894, Pooja Hardware And Electrical, Vadavalli - Edayarpalayam Rd, near Soap Company, Coimbatore, Tamil Nadu 641025",Coimbatore,Tamil Nadu,641025,,,0,0,
KSEB Charging Station,10.809524699999999,76.8463458,3.5,15,"RR5W+PC2, Vadakarapathy, Kerala 678557",Vadakarapathy,Kerala,678557,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,33,https://kseb.in
Ather Charging Station,11.024979499999999,77.1667973,3.0,2,"322/2 DEFENCE COLONY 2nd STREET, KADAMBADI VILLAGE, Sulur CakeBee, Sulur, Tamil Nadu 641401",Sulur,Tamil Nadu,641401,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://www.atherenergy.com
Electric Vechicle Charging Station,11.0484533,77.0479659,,0,"22XX+95P, Karuparampalayam Pirvu, Tamil Nadu 641014",,Tamil Nadu,641014,,,0,0,
Ather Charging Station,11.1117145,77.0233229,5.0,1,"Sri Village Nagar, Sathy Rd, Kurumbapalayam SSKulam, Tamil Nadu 641107",Kurumbapalayam SSKulam,Tamil Nadu,641107,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,
Ather Charging Station,11.1125796,77.0232875,,0,"105, Thiruchendur Gdn Rd, Kurumbapalayam SSKulam, Tamil Nadu 641107",Kurumbapalayam SSKulam,Tamil Nadu,641107,,,0,0,
Tata Charging Station,17.7388154,83.2624129,4.6,24,"P7Q6+GXF, Industrial Estate, Gavara Kanchara Palem, Kancharapalem, Visakhapatnam, Andhra Pradesh 530007",Visakhapatnam,Andhra Pradesh,530007,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,25,https://www.tatapower.com
ParkNConnect Charging Station,17.7392638,83.3370308,4.5,4,"P8QP+QP6, MVP Main Rd, Sector 8, MVP Colony, Visakhapatnam, Andhra Pradesh 530017",Visakhapatnam,Andhra Pradesh,530017,,,1,60,http://www.parknconnect.com
ChargeZone Charging Station,17.8986393,83.3860608,5.0,2,"V9XP+MC3 Anandapuram Junction Bus Stop, NH 16, Visakhapatnam, Andhra Pradesh 531163",Visakhapatnam,Andhra Pradesh,531163,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,http://www.chargezone.co.in
Adani Charging Station,17.729096,83.221544,3.3,3,"P6HC+JJM, AIRPORT, Marshalling yard, Visakhapatnam, Andhra Pradesh 530009",Visakhapatnam,Andhra Pradesh,530009,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,60,https://www.adanielectricity.com
Tata Power Charging Station,17.739117999999998,83.30331799999999,,0,"Indian Oil, NGGOS Colony, Akkayyapalem, Visakhapatnam, Andhra Pradesh 530016",Visakhapatnam,Andhra Pradesh,530016,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com
Tata Power Charging Station,17.7104934,83.3011105,3.4,5,"28-2-48, Suryabagh, Jagadamba Junction, Visakhapatnam, Andhra Pradesh 530020",Visakhapatnam,Andhra Pradesh,530020,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,32,https://www.tatapower.com
Tata Power Charging Station,17.6844601,83.18568359999999,3.4,9,"M5MP+Q7M, Gajuwaka, Visakhapatnam, Andhra Pradesh 530012",Visakhapatnam,Andhra Pradesh,530012,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,25,https://www.tatapower.com
Tata Power Charging Station,17.7213718,83.3361546,,0,"P8CP+GFR, Beach Rd, Jalari Peta, Visakhapatnam, Andhra Pradesh 500020",Visakhapatnam,Andhra Pradesh,500020,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,37,https://www.tatapower.com
Tata Power Charging Station,17.708481,83.310951,,0,"15-13-6, Srirangapuram, Krishna Nagar, Maharani Peta, Visakhapatnam, Andhra Pradesh 530002",Visakhapatnam,Andhra Pradesh,530002,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com
Tata Power Charging Station,17.6281295,83.089101,5.0,3,"Indian oil simhadri, Visakhapatnam, Andhra Pradesh 531021",Visakhapatnam,Andhra Pradesh,,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com
Tata Power Charging Station,17.697509,83.203462,,0,"TRISTAR TATA, beside HDFC BANK, near APIIC ARCH, Auto Nagar, Visakhapatnam, Andhra Pradesh 530012",Visakhapatnam,Andhra Pradesh,530012,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com
Tata Power Charging Station,17.898919,83.386254,,0,"Anandapuram Junction, Bus Stop, NH16, Visakhapatnam, Andhra Pradesh 531163",Visakhapatnam,Andhra Pradesh,531163,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com/ezcharge
BMW Charging Station,17.7394215,83.2950821,,0,"P7QW+Q2P, Port Quarters, Kailasapuram, Visakhapatnam, Andhra Pradesh 530024",Visakhapatnam,Andhra Pradesh,530024,,,1,25,https://www.bmw.in
Tata Power Charging Station,17.7441221,83.25649899999999,,0,"38/13/54, NH 5 Road, Laxmi Nagar St, Marripalem, Visakhapatnam, Andhra Pradesh 530018",Visakhapatnam,Andhra Pradesh,530018,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,25,https://www.tatapower.com
Tata Power Charging Station,17.8283825,83.35846819999999,,0,"kommadi, NH 16, opp. CMR Road, Srinivasa Nagar, Madhurawada, Visakhapatnam, Andhra Pradesh 530048",Visakhapatnam,Andhra Pradesh,530048,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,60,https://www.tatapower.com
Tata Power Charging Station,17.6906009,83.2323334,,0,"Sy No 37/3, Coromandel Gate, Beside Likitha Theatre, Sriharipuram, Mulagada, Mandal, Visakhapatnam, Andhra Pradesh 530012",Visakhapatnam,Andhra Pradesh,530012,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com
Hindustan Petroleum Corporation Limited Charging Station,17.9524227,83.4163581,3.0,2,"XC28+XG9, Cherakupalle, Andhra Pradesh 531162",Cherakupalle,Andhra Pradesh,531162,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.hindustanpetroleum.com
Tata Power Charging Station,17.6841638,82.98626999999999,,0,"Showroom - Tristar, Mamma Complex, Tata Motors Cars, NH 5, Junction, AMAL College, Anakapalle, VISAKHAPATNAM, Andhra Pradesh 531001","Anakapalle, VISAKHAPATNAM",Andhra Pradesh,531001,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com
Electric Vehicle Charging Station,17.750159999999997,83.2514274,5.0,1,"Q722+3H7, Kalinganagar, Madhavadhara, Visakhapatnam, Andhra Pradesh 530018",Visakhapatnam,Andhra Pradesh,530018,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,7,https://www.tirexchargers.com
Electric Vehicle Charging Station,17.7205588,83.3222746,3.6,7,"Unit#2, Hp Petrol Bunk, Library Gate, Chinna Waltair Main Rd, HPCL Colony, Andhra University, Visakhapatnam, Andhra Pradesh 530003",Visakhapatnam,Andhra Pradesh,530003,,Monday: 6 am–8 pm; Tuesday: 9 am–5 pm; Wednesday: 9 am–5 pm; Thursday: 9 am–5 pm; Friday: 9 am–5 pm; Saturday: 9 am–5 pm; Sunday: 9 am–5 pm,1,0,
Ather Grid Charging Station,17.739985,83.34062,3.0,3,"2-35-73/8, Plot No 70-74, Sector 10, MVP Colony, Visakhapatnam, Andhra Pradesh 530017",Visakhapatnam,Andhra Pradesh,530017,,,1,1,https://www.atherenergy.com
ChargeZone Charging Station,17.72109,83.31246999999999,3.8,6,"Four Points by Sheraton, 10-28-3 Uplands, Waltair Main Rd, Waltair Uplands, Ram Nagar, Visakhapatnam, Andhra Pradesh 530003",Visakhapatnam,Andhra Pradesh,530003,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,http://www.chargezone.co.in
Ather Grid Charging Station,17.6850781,83.1578933,2.0,1,"Cygnett Inn Ramachandra, 31-2-4/5, NH16, opp. All India Radio Station, Kurmannapalem, Andhra Pradesh 530046",Visakhapatnam,Andhra Pradesh,530046,,Monday: 10 am–9 pm; Tuesday: 10 am–9 pm; Wednesday: 10 am–9 pm; Thursday: 10 am–9 pm; Friday: 10 am–9 pm; Saturday: 10 am–9 pm; Sunday: 10 am–9 pm,1,1,https://atherenergy.com
Ather Grid Charging Station,17.72901,83.29821799999999,5.0,4,"P7HX+J74, Railway New Colony Rd, Railway New Colony, Visakhapatnam, Andhra Pradesh 530016",Visakhapatnam,Andhra Pradesh,530016,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,1,https://www.atherenergy.com
Ather Grid Charging Station,17.6861805,83.20652849999999,3.2,5,"8-8-36, GNT Rd, Medical Center, Gajuwaka, Visakhapatnam, Andhra Pradesh 530026",Visakhapatnam,Andhra Pradesh,530026,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,1,https://www.atherenergy.com
Ultraviolette Automotive Charging Station,17.735782399999998,83.3043397,5.0,1,"P8P3+8P8, Diamond Park Rd, Beside Reliance Fresh, Near By Main Road, Santhipuram, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530016",Visakhapatnam,Andhra Pradesh,530016,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,3,https://www.ultraviolette.com
Ather Grid Charging Station,17.726421,83.30305,4.0,1,"P8G3+H67, 1st Ln, Dondaparthy, Railway New Colony, Visakhapatnam, Andhra Pradesh 530016",Visakhapatnam,Andhra Pradesh,530016,,,1,1,https://www.atherenergy.com
Ather Grid Charging Station,17.8985037,83.38626819999999,4.8,4,"Bus Stop, Anandapuram Junction, NH 16, Visakhapatnam, Andhra Pradesh 531163",Visakhapatnam,Andhra Pradesh,531163,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,1,https://www.atherenergy.com
Ather Grid Charging Station,17.7668133,83.3629958,3.7,3,"Studio Grill, Musalayyapalem, Sagar Nagar, Visakhapatnam, Andhra Pradesh 530045",Visakhapatnam,Andhra Pradesh,530045,,Monday: 10 am–9 pm; Tuesday: 10 am–9 pm; Wednesday: 10 am–9 pm; Thursday: 10 am–9 pm; Friday: 10 am–9 pm; Saturday: 10 am–9 pm; Sunday: 10 am–9 pm,1,1,https://atherenergy.com
Tata Power Charging Station,17.957767699999998,83.1773604,,0,"Survey No - 74/6&7, Gangubudi Village, Lakkavarapukota, Kothavalasa to L. Kota Hwy SH 39, VIZIANAGARAM, Andhra Pradesh 535183",VIZIANAGARAM,Andhra Pradesh,535183,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com/ezcharge
Ather Grid Charging Station,17.7109933,83.3005271,,0,"Hotel Daspalla, 28-2-48, Suryabagh, Jagadamba Junction, Visakhapatnam, Andhra Pradesh 530020",Visakhapatnam,Andhra Pradesh,530020,,Monday: 10 am–9 pm; Tuesday: 10 am–9 pm; Wednesday: 10 am–9 pm; Thursday: 10 am–9 pm; Friday: 10 am–9 pm; Saturday: 10 am–9 pm; Sunday: 10 am–9 pm,1,1,https://www.atherenergy.com
Jio-bp pulse,17.8988941,83.3860783,4.3,3,"Ground Floor, NH 16, near Bus Stop Lane, Anandapuram, Visakhapatnam, Andhra Pradesh 531163",Visakhapatnam,Andhra Pradesh,531163,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,3,https://mobilitystation.jiobp.com/jio-bp-pulse-electric-vehicle-charging-station-anandapuram-visakhapatnam-337847/Home
Ather Grid Charging Station,17.71114,83.31598,,0,"Varun Novotel, Beach Rd, Krishna Nagar, Maharani Peta, Visakhapatnam, Andhra Pradesh 530002",Visakhapatnam,Andhra Pradesh,530002,,,1,1,https://www.atherenergy.com
Kazam Charging Station,17.7438,83.238253,,0,"P6VQ+G86, NAD Flyover, Nad Junction, Shanti Nagar, NSTL, Visakhapatnam, Andhra Pradesh 532007",Visakhapatnam,Andhra Pradesh,532007,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,3,
Tata Power Charging Station,17.723627,83.30949199999999,,0,"10-4-15, Ram Nagar Rd, Asilmetta Junction, Ram Nagar, Visakhapatnam, Andhra Pradesh 530016",Visakhapatnam,Andhra Pradesh,530016,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,10,https://www.tatapower.com/ezcharge
Ather Grid Charging Station,17.7892705,83.3668995,5.0,2,"VUDA 100 Road, Survey No 1, Yendada-Madhurawada, Yendada, Madhurawada, Rushikonda, Visakhapatnam, Andhra Pradesh 530045",Visakhapatnam,Andhra Pradesh,530045,,,1,1,https://www.atherenergy.com
Tata Power Charging Station,17.720805,83.315705,,0,"P8C8+87G, Waltair Main Rd, opp. Govt Circuit House, Waltair Uplands, Siripuram, Visakhapatnam, Andhra Pradesh 530003",Visakhapatnam,Andhra Pradesh,530003,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,7,https://www.tatapower.com
